_id,FinancialYear,CA,Dataset,DatasetQF,DischargesRate,PatientsRate
1568,2013/14,S12000010,SMR04, ,363.1,260.06
1569,2013/14,S12000010,Total,d,583.91,377.82
1570,2013/14,S12000011,SMR01, ,223.63,114.54
1571,2013/14,S12000011,SMR04, ,272.72,174.54
1572,2013/14,S12000011,Total,d,496.35,283.63
1573,2013/14,S12000014,SMR01, ,181.7,98.82
1574,2013/14,S12000014,SMR04, ,369.78,283.71
1575,2013/14,S12000014,Total,d,548.29,369.78
1576,2013/14,S12000047,SMR01, ,361.69,212.92
1577,2013/14,S12000047,SMR04, ,402.63,255.23
1578,2013/14,S12000047,Total,d,765.68,446.31
1579,2013/14,S12000049,SMR01, ,449.93,236.36
1580,2013/14,S12000049,SMR04, ,482.01,352.01
1581,2013/14,S12000049,Total,d,931.94,563.89
1582,2013/14,S12000017,SMR01, ,298.18,178.05
1583,2013/14,S12000017,SMR04, ,422.6,326.07
1584,2013/14,S12000017,Total,d,720.78,480.52
1585,2013/14,S12000018,SMR01, ,482.26,272.04
1586,2013/14,S12000018,SMR04, ,519.35,401.88
1587,2013/14,S12000018,Total,d,1001.61,643.01
1588,2013/14,S12000019,SMR01, ,375.98,205.62
1589,2013/14,S12000019,SMR04, ,287.86,217.37
1590,2013/14,S12000019,Total,d,663.85,411.23
1591,2013/14,S12000020,SMR01, ,133.08,95.82
1592,2013/14,S12000020,SMR04, ,356.65,223.57
1593,2013/14,S12000020,Total,d,489.73,314.06
1594,2013/14,S12000013,SMR01, ,420.48,292.5
1595,2013/14,S12000013,SMR04, ,201.1,164.53
1596,2013/14,S12000013,Total,d,621.57,420.48
1597,2013/14,S12000021,SMR01, ,284.46,175.05
1598,2013/14,S12000021,SMR04, ,404.81,288.11
1599,2013/14,S12000021,Total,d,689.28,444.93
1600,2013/14,S12000050,SMR01, ,448.21,214.49
1601,2013/14,S12000050,SMR04, ,371.29,273.66
1602,2013/14,S12000050,Total,d,820.98,471.88
1603,2013/14,S12000023,SMR01, ,325.43,255.7
1604,2013/14,S12000023,SMR04, ,162.72,139.47
1605,2013/14,S12000023,Total,d,464.9,348.68
1606,2013/14,S12000048,SMR01, ,146.26,108.84
1607,2013/14,S12000048,SMR04, ,452.38,316.33
1608,2013/14,S12000048,Total,d,595.24,411.56
1609,2013/14,S12000038,SMR01, ,337.9,191.86
1610,2013/14,S12000038,SMR04, ,377.99,263.44
1611,2013/14,S12000038,Total,d,715.88,438.12
1612,2013/14,S12000026,SMR01, ,262.33,188
1613,2013/14,S12000026,SMR04, ,415.36,266.7
1614,2013/14,S12000026,Total,d,673.31,419.73
1615,2013/14,S12000027,SMR01, ,388.1,301.85
1616,2013/14,S12000027,SMR04, ,215.61,172.49
1617,2013/14,S12000027,Total,d,603.71,388.1
1618,2013/14,S12000028,SMR01, ,283.91,195.19
1619,2013/14,S12000028,SMR04, ,372.64,288.35
1620,2013/14,S12000028,Total,d,656.55,461.36
1621,2013/14,S12000029,SMR01, ,365.7,178.89
1622,2013/14,S12000029,SMR04, ,300.79,223.22
1623,2013/14,S12000029,Total,d,666.5,386.28
1624,2013/14,S12000030,SMR01, ,121.83,77.53
1625,2013/14,S12000030,SMR04, ,359.95,271.35
1626,2013/14,S12000030,Total,d,481.78,332.26
1627,2013/14,S12000039,SMR01, ,366.75,183.37
1628,2013/14,S12000039,SMR04, ,416.76,311.18
1629,2013/14,S12000039,Total,d,789.06,472.33
1630,2013/14,S12000040,SMR01, ,234,168.37
1631,2013/14,S12000040,SMR04, ,450.89,302.49
1632,2013/14,S12000040,Total,d,682.04,445.18
1633,2014/15,S12000033,SMR01, ,229.84,165.75
1634,2014/15,S12000033,SMR04, ,362.45,245.31
1635,2014/15,S12000033,Total,d,590.08,400.02
1636,2014/15,S12000034,SMR01, ,120.52,93.74
1637,2014/15,S12000034,SMR04, ,258.26,174.09
1638,2014/15,S12000034,Total,d,380.7,262.09
1639,2014/15,S12000041,SMR01, ,184.47,115.83
1640,2014/15,S12000041,SMR04, ,549.12,364.65
1641,2014/15,S12000041,Total,d,733.59,467.61
1642,2014/15,S12000035,SMR01, ,378.75,243.08
1643,2014/15,S12000035,SMR04, ,418.32,288.3
1644,2014/15,S12000035,Total,d,797.06,491.8
1645,2014/15,S12000036,SMR01, ,345.96,183.28
1646,2014/15,S12000036,SMR04, ,374.79,243
1647,2014/15,S12000036,Total,d,720.76,409.8
1648,2014/15,S12000005,SMR01, ,204.32,116.75
1649,2014/15,S12000005,SMR04, ,457.29,311.34
1650,2014/15,S12000005,Total,d,661.61,418.37
1651,2014/15,S12000006,SMR01, ,367.94,170.59
1652,2014/15,S12000006,SMR04, ,478.32,264.25
1653,2014/15,S12000006,Total,d,842.92,404.74
1654,2014/15,S12000042,SMR01, ,278.21,176.43
1655,2014/15,S12000042,SMR04, ,485.17,352.85
1656,2014/15,S12000042,Total,d,763.38,515.71
1657,2014/15,S12000008,SMR01, ,270.8,155.92
1658,2014/15,S12000008,SMR04, ,266.7,180.54
1659,2014/15,S12000008,Total,d,537.5,328.25
1660,2014/15,S12000045,SMR01, ,257.15,112.21
1661,2014/15,S12000045,SMR04, ,266.5,210.4
1662,2014/15,S12000045,Total,d,523.66,308.58
1663,2014/15,S12000010,SMR01, ,238.14,136.08
1664,2014/15,S12000010,SMR04, ,349.92,233.28
1665,2014/15,S12000010,Total,d,588.06,354.78
1666,2014/15,S12000011,SMR01, ,324.18,151.29
1667,2014/15,S12000011,SMR04, ,237.74,162.09
1668,2014/15,S12000011,Total,d,561.92,302.57
1669,2014/15,S12000014,SMR01, ,219.37,130.35
1670,2014/15,S12000014,SMR04, ,413.3,286.13
1671,2014/15,S12000014,Total,d,629.49,400.58
1672,2014/15,S12000047,SMR01, ,323.45,196.53
1673,2014/15,S12000047,SMR04, ,397.15,253.85
1674,2014/15,S12000047,Total,d,720.6,431.27
1675,2014/15,S12000049,SMR01, ,512.03,231.97
1676,2014/15,S12000049,SMR04, ,485.88,355.13
1677,2014/15,S12000049,Total,d,997.91,562.64
1678,2014/15,S12000017,SMR01, ,373.1,192.98
1679,2014/15,S12000017,SMR04, ,377.39,285.19
1680,2014/15,S12000017,Total,d,750.49,461.02
1681,2014/15,S12000018,SMR01, ,533.76,285.5
1682,2014/15,S12000018,SMR04, ,546.18,409.63
1683,2014/15,S12000018,Total,d,1079.94,645.48
1684,2014/15,S12000019,SMR01, ,351.18,195.74
1685,2014/15,S12000019,SMR04, ,264.82,201.5
1686,2014/15,S12000019,Total,d,616,391.48
1687,2014/15,S12000020,SMR01, ,127.43,84.95
1688,2014/15,S12000020,SMR04, ,339.81,207.07
1689,2014/15,S12000020,Total,d,467.24,286.72
1690,2014/15,S12000013,SMR01, ,294.23,220.67
1691,2014/15,S12000013,SMR04, ,202.28,147.11
1692,2014/15,S12000013,Total,d,496.51,349.39
1693,2014/15,S12000021,SMR01, ,329.24,197.54
1694,2014/15,S12000021,SMR04, ,398.74,267.05
1695,2014/15,S12000021,Total,d,727.98,435.32
1696,2014/15,S12000050,SMR01, ,554.01,245.24
1697,2014/15,S12000050,SMR04, ,307.29,218.65
1698,2014/15,S12000050,Total,d,859.83,447.64
1699,2014/15,S12000023,SMR01, ,371.92,278.94
1700,2014/15,S12000023,SMR04, ,185.96,139.47
1701,2014/15,S12000023,Total,d,557.88,348.68
1702,2014/15,S12000048,SMR01, ,186.06,135.32
1703,2014/15,S12000048,SMR04, ,537.89,334.91
1704,2014/15,S12000048,Total,d,720.57,453.32
1705,2014/15,S12000038,SMR01, ,339.4,179.68
1706,2014/15,S12000038,SMR04, ,419.26,290.91
1707,2014/15,S12000038,Total,d,758.66,453.48
1708,2014/15,S12000026,SMR01, ,239.61,156.84
1709,2014/15,S12000026,SMR04, ,431.3,265.75
1710,2014/15,S12000026,Total,d,670.91,413.87
1711,2014/15,S12000027,SMR01, ,342.91,235.75
1712,2014/15,S12000027,SMR04, ,214.32,150.02
1713,2014/15,S12000027,Total,d,557.22,300.04
1714,2014/15,S12000028,SMR01, ,311.28,200.11
1715,2014/15,S12000028,SMR04, ,342.4,249.02
1716,2014/15,S12000028,Total,d,649.24,426.89
1717,2014/15,S12000029,SMR01, ,378.84,191
1718,2014/15,S12000029,SMR04, ,320.43,241.51
1719,2014/15,S12000029,Total,d,699.27,416.72
1720,2014/15,S12000030,SMR01, ,155.26,99.81
1721,2014/15,S12000030,SMR04, ,360.43,249.53
1722,2014/15,S12000030,Total,d,515.69,343.8
1723,2014/15,S12000039,SMR01, ,511.34,222.32
1724,2014/15,S12000039,SMR04, ,400.18,305.69
1725,2014/15,S12000039,Total,d,911.52,500.22
1726,2014/15,S12000040,SMR01, ,272.65,193.13
1727,2014/15,S12000040,SMR04, ,508.38,306.73
1728,2014/15,S12000040,Total,d,783.87,468.62
1729,2015/16,S12000033,SMR01, ,273.39,198.43
1730,2015/16,S12000033,SMR04, ,410.09,268.98
1731,2015/16,S12000033,Total,d,683.48,458.59
1732,2015/16,S12000034,SMR01, ,159.54,112.06
1733,2015/16,S12000034,SMR04, ,233.61,167.14
1734,2015/16,S12000034,Total,d,393.15,271.59
1735,2015/16,S12000041,SMR01, ,222.47,132.63
1736,2015/16,S12000041,SMR04, ,543.34,342.26
1737,2015/16,S12000041,Total,d,765.81,453.5
1738,2015/16,S12000035,SMR01, ,369.86,267.44
1739,2015/16,S12000035,SMR04, ,386.94,244.68
1740,2015/16,S12000035,Total,d,756.8,483.67
1741,2015/16,S12000036,SMR01, ,360.67,193.58
1742,2015/16,S12000036,SMR04, ,382.07,246.56
1743,2015/16,S12000036,Total,d,741.72,423.84
1744,2015/16,S12000005,SMR01, ,174.55,106.67
1745,2015/16,S12000005,SMR04, ,523.66,349.11
1746,2015/16,S12000005,Total,d,698.22,436.38
1747,2015/16,S12000006,SMR01, ,396.45,194.87
1748,2015/16,S12000006,SMR04, ,530.84,248.62
1749,2015/16,S12000006,Total,d,923.93,413.25
1750,2015/16,S12000042,SMR01, ,373.34,217.21
1751,2015/16,S12000042,SMR04, ,566.79,403.88
1752,2015/16,S12000042,Total,d,940.13,597.34
1753,2015/16,S12000008,SMR01, ,308.34,176.78
1754,2015/16,S12000008,SMR04, ,312.45,222
1755,2015/16,S12000008,Total,d,620.79,378.23
1756,2015/16,S12000045,SMR01, ,391.24,153.7
1757,2015/16,S12000045,SMR04, ,256.17,190.96
1758,2015/16,S12000045,Total,d,647.41,335.35
1759,2015/16,S12000010,SMR01, ,240.15,134.49
1760,2015/16,S12000010,SMR04, ,355.43,240.15
1761,2015/16,S12000010,Total,d,595.58,360.23
1762,2015/16,S12000011,SMR01, ,284.61,134.25
1763,2015/16,S12000011,SMR04, ,273.87,177.21
1764,2015/16,S12000011,Total,d,558.48,306.09
1765,2015/16,S12000014,SMR01, ,205.84,126.67
1766,2015/16,S12000014,SMR04, ,478.18,310.34
1767,2015/16,S12000014,Total,d,684.02,418.01
1768,2015/16,S12000047,SMR01, ,332.42,193.46
1769,2015/16,S12000047,SMR04, ,408.71,261.57
1770,2015/16,S12000047,Total,d,739.76,437.32
1771,2015/16,S12000049,SMR01, ,637.08,260.2
1772,2015/16,S12000049,SMR04, ,490.19,349.17
1773,2015/16,S12000049,Total,d,1128.1,580.84
1774,2015/16,S12000017,SMR01, ,367.44,194.4
1775,2015/16,S12000017,SMR04, ,405.9,288.4
1776,2015/16,S12000017,Total,d,773.34,457.17
1777,2015/16,S12000018,SMR01, ,591.16,298.69
1778,2015/16,S12000018,SMR04, ,504.04,385.81
1779,2015/16,S12000018,Total,d,1095.21,659.61
1780,2015/16,S12000019,SMR01, ,368.69,198.53
1781,2015/16,S12000019,SMR04, ,323.31,226.89
1782,2015/16,S12000019,Total,d,692,402.72
1783,2015/16,S12000020,SMR01, ,142.44,94.96
1784,2015/16,S12000020,SMR04, ,300.7,211.01
1785,2015/16,S12000020,Total,d,448.41,300.7
1786,2015/16,S12000013,SMR01, ,426.87,278.4
1787,2015/16,S12000013,SMR04, ,222.72,148.48
1788,2015/16,S12000013,Total,d,649.59,408.31
1789,2015/16,S12000021,SMR01, ,356.02,194.52
1790,2015/16,S12000021,SMR04, ,367.03,264.26
1791,2015/16,S12000021,Total,d,723.04,436.76
1792,2015/16,S12000050,SMR01, ,591.88,228.78
1793,2015/16,S12000050,SMR04, ,311.44,214.02
1794,2015/16,S12000050,Total,d,903.32,429.52
1795,2015/16,S12000023,SMR01, ,278.68,209.01
1796,2015/16,S12000023,SMR04, ,185.79,139.34
1797,2015/16,S12000023,Total,d,464.47,278.68
1798,2015/16,S12000048,SMR01, ,228.97,154.89
1799,2015/16,S12000048,SMR04, ,592.63,329.99
1800,2015/16,S12000048,Total,d,824.97,464.68
1801,2015/16,S12000038,SMR01, ,397.86,213.14
1802,2015/16,S12000038,SMR04, ,417.76,278.5
1803,2015/16,S12000038,Total,d,812.78,471.75
1804,2015/16,S12000026,SMR01, ,243.73,147.98
1805,2015/16,S12000026,SMR04, ,443.94,256.79
1806,2015/16,S12000026,Total,d,687.67,396.07
1807,2015/16,S12000027,SMR01, ,278.13,235.34
1808,2015/16,S12000027,SMR04, ,64.18,42.79
1809,2015/16,S12000027,Total,d,342.32,256.74
1810,2015/16,S12000028,SMR01, ,351.89,204.9
1811,2015/16,S12000028,SMR04, ,374.16,267.26
1812,2015/16,S12000028,Total,d,730.51,440.98
1813,2015/16,S12000029,SMR01, ,425.99,198.06
1814,2015/16,S12000029,SMR04, ,330.11,235.79
1815,2015/16,S12000029,Total,d,756.1,418.13
1816,2015/16,S12000030,SMR01, ,164.98,115.49
1817,2015/16,S12000030,SMR04, ,362.96,258.47
1818,2015/16,S12000030,Total,d,527.94,351.96
1819,2015/16,S12000039,SMR01, ,628.13,239.02
1820,2015/16,S12000039,SMR04, ,450.25,322.4
1821,2015/16,S12000039,Total,d,1072.82,539.19
1822,2015/16,S12000040,SMR01, ,279.6,200.52
1823,2015/16,S12000040,SMR04, ,471.64,290.89
1824,2015/16,S12000040,Total,d,751.24,468.82
1825,2016/17,S12000033,SMR01, ,290.48,186.26
1826,2016/17,S12000033,SMR04, ,376.96,259.44
1827,2016/17,S12000033,Total,d,667.44,434.61
1828,2016/17,S12000034,SMR01, ,182.18,117.66
1829,2016/17,S12000034,SMR04, ,210.65,161.31
1830,2016/17,S12000034,Total,d,394.73,271.38
1831,2016/17,S12000041,SMR01, ,300.61,141.72
1832,2016/17,S12000041,SMR04, ,562.57,343.55
1833,2016/17,S12000041,Total,d,863.18,463.8
1834,2016/17,S12000035,SMR01, ,441.98,300.32
1835,2016/17,S12000035,SMR04, ,339.98,232.32
1836,2016/17,S12000035,Total,d,781.96,498.64
1837,2016/17,S12000036,SMR01, ,327.08,162.03
1838,2016/17,S12000036,SMR04, ,391.49,246.57
1839,2016/17,S12000036,Total,d,718.57,396.52
1840,2016/17,S12000005,SMR01, ,242.53,145.52
1841,2016/17,S12000005,SMR04, ,523.86,339.54
1842,2016/17,S12000005,Total,d,766.4,475.36
1843,2016/17,S12000006,SMR01, ,471.7,202.16
1844,2016/17,S12000006,SMR04, ,542.45,242.59
1845,2016/17,S12000006,Total,d,1014.15,404.31
1846,2016/17,S12000042,SMR01, ,393.97,220.76
1847,2016/17,S12000042,SMR04, ,563.78,400.76
1848,2016/17,S12000042,Total,d,957.75,590.95
1849,2016/17,S12000008,SMR01, ,345.48,189.19
1850,2016/17,S12000008,SMR04, ,287.9,209.76
1851,2016/17,S12000008,Total,d,629.27,378.38
1852,2016/17,S12000045,SMR01, ,421.92,171.55
1853,2016/17,S12000045,SMR04, ,292.1,222.55
1854,2016/17,S12000045,Total,d,714.02,380.19
1855,2016/17,S12000010,SMR01, ,285.28,133.13
1856,2016/17,S12000010,SMR04, ,332.83,213.96
1857,2016/17,S12000010,Total,d,618.11,337.58
1858,2016/17,S12000011,SMR01, ,346.08,149.08
1859,2016/17,S12000011,SMR04, ,250.24,170.38
1860,2016/17,S12000011,Total,d,596.32,314.13
1861,2016/17,S12000014,SMR01, ,245.76,144.94
1862,2016/17,S12000014,SMR04, ,497.83,321.38
1863,2016/17,S12000014,Total,d,740.44,450.56
1864,2016/17,S12000047,SMR01, ,389.08,216.91
1865,2016/17,S12000047,SMR04, ,401.28,258.93
1866,2016/17,S12000047,Total,d,790.36,458.22
1867,2016/17,S12000049,SMR01, ,762.31,298.44
1868,2016/17,S12000049,SMR04, ,449.74,330.86
1869,2016/17,S12000049,Total,d,1212.05,604.36
1870,2016/17,S12000017,SMR01, ,358.12,198.24
1871,2016/17,S12000017,SMR04, ,334.67,264.32
1872,2016/17,S12000017,Total,d,692.79,443.38
1873,2016/17,S12000018,SMR01, ,686.56,330.8
1874,2016/17,S12000018,SMR04, ,480.59,368.24
1875,2016/17,S12000018,Total,d,1167.15,667.83
1876,2016/17,S12000019,SMR01, ,341.01,178.89
1877,2016/17,S12000019,SMR04, ,257.16,201.25
1878,2016/17,S12000019,Total,d,603.76,363.37
1879,2016/17,S12000020,SMR01, ,173.52,120.94
1880,2016/17,S12000020,SMR04, ,241.88,184.04
1881,2016/17,S12000020,Total,d,415.4,294.46
1882,2016/17,S12000013,SMR01, ,430.71,262.17
1883,2016/17,S12000013,SMR04, ,205.99,149.81
1884,2016/17,S12000013,Total,d,617.98,374.53
1885,2016/17,S12000021,SMR01, ,481.83,250.11
1886,2016/17,S12000021,SMR04, ,375.17,275.86
1887,2016/17,S12000021,Total,d,860.67,492.86
1888,2016/17,S12000050,SMR01, ,597.53,247.26
1889,2016/17,S12000050,SMR04, ,331.15,220.76
1890,2016/17,S12000050,Total,d,928.68,450.36
1891,2016/17,S12000023,SMR01, ,161.81,115.58
1892,2016/17,S12000023,SMR04, ,138.7,115.58
1893,2016/17,S12000023,Total,d,300.51,208.04
1894,2016/17,S12000048,SMR01, ,234.65,157.55
1895,2016/17,S12000048,SMR04, ,579.91,325.15
1896,2016/17,S12000048,Total,d,814.56,462.59
1897,2016/17,S12000038,SMR01, ,473.35,231.04
1898,2016/17,S12000038,SMR04, ,425.45,256.4
1899,2016/17,S12000038,Total,d,898.79,473.35
1900,2016/17,S12000026,SMR01, ,233.89,151.59
1901,2016/17,S12000026,SMR04, ,407.14,272.87
1902,2016/17,S12000026,Total,d,641.03,407.14
1903,2016/17,S12000027,SMR01, ,322.86,279.81
1904,2016/17,S12000027,SMR04, ,107.62,86.1
1905,2016/17,S12000027,Total,d,430.48,322.86
1906,2016/17,S12000028,SMR01, ,401.11,218.38
1907,2016/17,S12000028,SMR04, ,338.71,249.58
1908,2016/17,S12000028,Total,d,739.82,454.59
1909,2016/17,S12000029,SMR01, ,481.21,222.58
1910,2016/17,S12000029,SMR04, ,318.19,230.41
1911,2016/17,S12000029,Total,d,800.97,434.18
1912,2016/17,S12000030,SMR01, ,201.94,114.62
1913,2016/17,S12000030,SMR04, ,398.43,240.15
1914,2016/17,S12000030,Total,d,600.37,332.93
1915,2016/17,S12000039,SMR01, ,864.07,310.18
1916,2016/17,S12000039,SMR04, ,382.19,288.02
1917,2016/17,S12000039,Total,d,1246.26,570.51
1918,2016/17,S12000040,SMR01, ,347.75,243.98
1919,2016/17,S12000040,SMR04, ,465.53,269.22
1920,2016/17,S12000040,Total,d,813.28,482.36
1921,2017/18,S12000033,SMR01, ,265.51,176.26
1922,2017/18,S12000033,SMR04, ,383.76,272.2
1923,2017/18,S12000033,Total,d,649.26,435.07
1924,2017/18,S12000034,SMR01, ,142.66,98.91
1925,2017/18,S12000034,SMR04, ,233.96,165.48
1926,2017/18,S12000034,Total,d,378.51,254.88
1927,2017/18,S12000041,SMR01, ,288.62,155.08
1928,2017/18,S12000041,SMR04, ,361.85,280
1929,2017/18,S12000041,Total,d,650.47,409.24
1930,2017/18,S12000035,SMR01, ,488.03,300.76
1931,2017/18,S12000035,SMR04, ,385.88,255.36
1932,2017/18,S12000035,Total,d,873.91,516.4
1933,2017/18,S12000036,SMR01, ,397.77,182.44
1934,2017/18,S12000036,SMR04, ,383.82,234.28
1935,2017/18,S12000036,Total,d,781.59,398.77
1936,2017/18,S12000005,SMR01, ,280.74,174.25
1937,2017/18,S12000005,SMR04, ,464.67,319.46
1938,2017/18,S12000005,Total,d,745.4,454.99
1939,2017/18,S12000006,SMR01, ,460.02,199.57
1940,2017/18,S12000006,SMR04, ,551.35,257.07
1941,2017/18,S12000006,Total,d,1011.37,426.19
1942,2017/18,S12000042,SMR01, ,449.84,250.29
1943,2017/18,S12000042,SMR04, ,541.16,382.2
1944,2017/18,S12000042,Total,d,991,598.66
1945,2017/18,S12000008,SMR01, ,321.97,160.98
1946,2017/18,S12000008,SMR04, ,260.05,194.01
1947,2017/18,S12000008,Total,d,582.02,342.61
1948,2017/18,S12000045,SMR01, ,451.78,170.57
1949,2017/18,S12000045,SMR04, ,267.38,202.84
1950,2017/18,S12000045,Total,d,719.16,368.8
1951,2017/18,S12000010,SMR01, ,353.57,165
1952,2017/18,S12000010,SMR04, ,334.72,226.29
1953,2017/18,S12000010,Total,d,688.29,372.43
1954,2017/18,S12000011,SMR01, ,374.28,163.42
1955,2017/18,S12000011,SMR04, ,216.13,158.14
1956,2017/18,S12000011,Total,d,590.41,311.02
1957,2017/18,S12000014,SMR01, ,282.54,172.66
1958,2017/18,S12000014,SMR04, ,445.78,276.26
1959,2017/18,S12000014,Total,d,725.18,430.09
1960,2017/18,S12000047,SMR01, ,554.98,296.44
1961,2017/18,S12000047,SMR04, ,429.1,234.18
1962,2017/18,S12000047,Total,d,982.73,508.96
1963,2017/18,S12000049,SMR01, ,801.6,309.07
1964,2017/18,S12000049,SMR04, ,465.26,338.82
1965,2017/18,S12000049,Total,d,1266.86,618.97
1966,2017/18,S12000017,SMR01, ,338.61,183.15
1967,2017/18,S12000017,SMR04, ,353.52,268.34
1968,2017/18,S12000017,Total,d,694.27,434.45
1969,2017/18,S12000018,SMR01, ,1014.53,388.28
1970,2017/18,S12000018,SMR04, ,563.63,394.54
1971,2017/18,S12000018,Total,d,1578.16,751.5
1972,2017/18,S12000019,SMR01, ,362.76,175.88
1973,2017/18,S12000019,SMR04, ,280.31,192.37
1974,2017/18,S12000019,Total,d,643.07,357.26
1975,2017/18,S12000020,SMR01, ,280.04,158.51
1976,2017/18,S12000020,SMR04, ,232.48,174.36
1977,2017/18,S12000020,Total,d,512.52,322.31
1978,2017/18,S12000013,SMR01, ,580.74,337.2
1979,2017/18,S12000013,SMR04, ,224.8,168.6
1980,2017/18,S12000013,Total,d,805.55,468.34
1981,2017/18,S12000021,SMR01, ,456.55,228.28
1982,2017/18,S12000021,SMR04, ,320.32,265.1
1983,2017/18,S12000021,Total,d,780.56,463.92
1984,2017/18,S12000050,SMR01, ,697.87,261.52
1985,2017/18,S12000050,SMR04, ,301.19,207.16
1986,2017/18,S12000050,Total,d,999.06,453.98
1987,2017/18,S12000023,SMR01, ,345.3,230.2
1988,2017/18,S12000023,SMR04, ,184.16,138.12
1989,2017/18,S12000023,Total,d,529.47,299.26
1990,2017/18,S12000048,SMR01, ,330.99,183.88
1991,2017/18,S12000048,SMR04, ,464.73,314.28
1992,2017/18,S12000048,Total,d,795.72,478.1
1993,2017/18,S12000038,SMR01, ,531.89,254.74
1994,2017/18,S12000038,SMR04, ,487.09,268.74
1995,2017/18,S12000038,Total,d,1021.78,506.69
1996,2017/18,S12000026,SMR01, ,349.32,194.07
1997,2017/18,S12000026,SMR04, ,392.44,263.07
1998,2017/18,S12000026,Total,d,737.45,439.88
1999,2017/18,S12000027,SMR01, ,389.44,281.26
2000,2017/18,S12000027,SMR04, ,108.18,86.54
2001,2017/18,S12000027,Total,d,497.62,346.17
2002,2017/18,S12000028,SMR01, ,493.82,258.03
2003,2017/18,S12000028,SMR04, ,329.21,249.13
2004,2017/18,S12000028,Total,d,823.03,476.02
2005,2017/18,S12000029,SMR01, ,485.32,216.91
2006,2017/18,S12000029,SMR04, ,307.42,221.59
2007,2017/18,S12000029,Total,d,792.73,419.77
2008,2017/18,S12000030,SMR01, ,228.78,136.18
2009,2017/18,S12000030,SMR04, ,441.22,283.26
2010,2017/18,S12000030,Total,d,664.56,403.09
2011,2017/18,S12000039,SMR01, ,843.23,288.47
2012,2017/18,S12000039,SMR04, ,454.9,310.66
2013,2017/18,S12000039,Total,d,1298.12,576.94
2014,2017/18,S12000040,SMR01, ,329.54,209.45
2015,2017/18,S12000040,SMR04, ,446.83,268.1
2016,2017/18,S12000040,Total,d,776.36,458
2017,2018/19,S12000033,SMR01, ,323.64,209.02
2018,2018/19,S12000033,SMR04, ,377.58,249.47
2019,2018/19,S12000033,Total,d,701.22,445
2020,2018/19,S12000034,SMR01, ,173.55,122.06
2021,2018/19,S12000034,SMR04, ,225.04,165.92
2022,2018/19,S12000034,Total,d,398.6,276.54
2023,2018/19,S12000041,SMR01, ,307.15,168.71
2024,2018/19,S12000041,SMR04, ,480.19,324.45
2025,2018/19,S12000041,Total,d,787.33,462.88
2026,2018/19,S12000035,SMR01, ,525.05,308.18
2027,2018/19,S12000035,SMR04, ,331.01,222.58
2028,2018/19,S12000035,Total,d,850.36,496.52
2029,2018/19,S12000036,SMR01, ,399.1,192.12
2030,2018/19,S12000036,SMR04, ,386.23,230.75
2031,2018/19,S12000036,Total,d,785.34,409.01
2032,2018/19,S12000005,SMR01, ,242.39,164.82
2033,2018/19,S12000005,SMR04, ,475.08,319.95
2034,2018/19,S12000005,Total,d,717.47,465.39
2035,2018/19,S12000006,SMR01, ,465.95,173.46
2036,2018/19,S12000006,SMR04, ,697.23,258.49
2037,2018/19,S12000006,Total,d,1163.19,397.93
2038,2018/19,S12000042,SMR01, ,432.99,274
2039,2018/19,S12000042,SMR04, ,632.57,443.14
2040,2018/19,S12000042,Total,d,1068.94,676.54
2041,2018/19,S12000008,SMR01, ,380.83,194.55
2042,2018/19,S12000008,SMR04, ,269.06,202.83
2043,2018/19,S12000008,Total,d,645.75,384.97
2044,2018/19,S12000045,SMR01, ,396.17,152.02
2045,2018/19,S12000045,SMR04, ,304.04,193.48
2046,2018/19,S12000045,Total,d,700.2,327.07
2047,2018/19,S12000010,SMR01, ,392.38,186.85
2048,2018/19,S12000010,SMR04, ,317.64,214.87
2049,2018/19,S12000010,Total,d,710.01,383.03
2050,2018/19,S12000011,SMR01, ,420.61,152.47
2051,2018/19,S12000011,SMR04, ,278.65,162.99
2052,2018/19,S12000011,Total,d,699.26,310.2
2053,2018/19,S12000014,SMR01, ,329.88,185.36
2054,2018/19,S12000014,SMR04, ,446.12,276.47
2055,2018/19,S12000014,Total,d,779.14,442.98
2056,2018/19,S12000047,SMR01, ,571.43,296.55
2057,2018/19,S12000047,SMR04, ,450.91,249.15
2058,2018/19,S12000047,Total,d,1022.34,519.97
2059,2018/19,S12000049,SMR01, ,805.15,301.21
2060,2018/19,S12000049,SMR04, ,516.25,333.22
2061,2018/19,S12000049,Total,d,1321.41,607.35
2062,2018/19,S12000017,SMR01, ,396.57,213.21
2063,2018/19,S12000017,SMR04, ,304.89,238.8
2064,2018/19,S12000017,Total,d,701.46,426.42
2065,2018/19,S12000018,SMR01, ,705.56,321.28
2066,2018/19,S12000018,SMR04, ,661.46,440.97
2067,2018/19,S12000018,Total,d,1367.02,718.16
2068,2018/19,S12000019,SMR01, ,363.34,173.54
2069,2018/19,S12000019,SMR04, ,260.3,195.23
2070,2018/19,S12000019,Total,d,623.64,352.49
2071,2018/19,S12000020,SMR01, ,271.05,154.12
2072,2018/19,S12000020,SMR04, ,286.99,196.64
2073,2018/19,S12000020,Total,d,558.04,334.82
2074,2018/19,S12000013,SMR01, ,584.91,358.49
2075,2018/19,S12000013,SMR04, ,301.89,226.42
2076,2018/19,S12000013,Total,d,867.92,528.3
2077,2018/19,S12000021,SMR01, ,432.92,218.31
